party,year,pattern,match,sentence,protocol_id,is_correct__fill_in
L,2010,maktens korridorer,maktens korridorer,Detta visar på det som kallas kärnan i regeringens politik när det gäller synen på kvalitet och autonomi. Framtiden för de olika lärosätena i Sverige ska inte bero på olika politiska nycker eller på vem som har bästa kontakterna in i maktens korridorer utan på vilka prestationer som utförs. Uppenbarligen har Mälardalens högskola presterat åtminstone bättre än genomsnittet.,GX09129,
L,2014,politiska eliten,politiska eliten,"Det finns en fråga som egentligen stör mig mest i debatten. Vi är en del av den politiska eliten i Sverige. Vi ska inte gratulera varandra, utan vi ska skämmas över den behandling som denna fråga har fått de senaste tio åren.",H10978,
L,2014,politiska eliten,politiska eliten,"Man kan få intrycket att det äntligen sker något. Det är inte så att det är det här gänget som sitter i Sveriges riksdag och i regeringen, den politiska eliten i Sverige, som har kommit fram till en slutsats att något ska göras. Det är först när omvärlden, Europarådets granskningsorgan, klagar på Sverige som Sveriges politiska elit förmår att vidta åtgärder mot risken för korruption i det politiska livet.",H10978,
L,2017,etablissemanget,etablissemanget,"Det innebär att våra diplomater och utrikesministern och andra statsråd sitter ned bakom stängda dörrar och läser utifrån sina talepunkter, och den iranska regimens företrädare kan låta det hela gå in genom ena örat och ut genom det andra. Sedan kan de svara med att säga att alla övergrepp egentligen bara begås av den mörka högern i det iranska etablissemanget och att man behöver mer tid för att modernisera landet och bli mer pragmatisk. En strukturerad dialog kommer inte att innebära att Iran blir mer demokratiskt.",H40955,
L,2017,etablissemanget,etablissemanget,"Det är en stor stat med 75 miljoner invånare. Hela den diplomatiska apparaten, tidningar, skolor, det officiella samhället, politiker, etablissemanget, domstolar – allting mobiliseras som om det mest centrala för regimens existens är att förnekelsen av folkmordet på armenierna upprätthålls. Fru talman!",H409107,
L,2017,maktens korridorer,maktens korridorer,"Över 1 600 kvinnor inom politiken har skrivit under uppropet imaktenskorridorer, och detta är endast en bråkdel av alla de kvinnor som har samlats under hashtaggen #metoo. Så länge sexuella trakasserier pågår i maktens korridorer kommer de också att fortsätta i skolans korridorer, på arbetsplatser och i offentliga miljöer. Sveriges riksdag består av 56 procent män, och även statsministern är man.",H50945,
L,2020,ekonomiska eliten,ekonomiska eliten,"I Moçambique har samma parti styrt oavbrutet sedan befrielsen på 70-talet, och partiet kontrollerar hela statsapparaten. Valen har kritiserats, oppositionen trakasseras, pamparna i regeringspartiet utgör den ekonomiska eliten och korruptionen är utbredd på högsta politiska nivå. Ändå kanaliserar Sverige hundratals miljoner svenska skattekronor till denna regim år efter år.",H70973,
M,2002,etablissemanget,etablissemanget,"Alla föreningar är inte heller anslutna till Landsrådet för Sveriges Ungdomsorganisationer och därmed inne i den gemensamma värmestugan. På Fryshuset är man väl medveten om hur stor misstänksamheten är i etablissemanget mot uppstickare. Hade det handlat om offentliga bidrag hade inte Fryshuset, som i dag är en livskraftig organisation med flera tusen ungdomar och vuxna, funnits.",GQ0934,
M,2003,etablissemanget,etablissemanget,"Just långsiktigheten i stödet till frivilligorganisationerna som justitieministern tog upp i sitt svar är viktig. De sköter arbetet visserligen billigare än etablissemanget, men det ska man inte straffas för. Det går åt oerhört mycket tid och energi till att jaga småbidrag från olika håll.",GQ0958,
M,2003,etablissemanget,etablissemanget,"Jag hör ingenting av det i dag – mycket märkligt! Dessutom trodde jag att Miljöpartiet var ett obyråkratiskt parti, ett parti som stod utanför etablissemanget. Jag har dock blivit överbevisad om detta gång på gång, och i dag blir jag totalt överbevisad när jag läser det här förslaget.",GQ0976,
M,2006,politiska eliten,politiska eliten,"Jag tror också att det är väldigt viktigt att vi i en del länder – Tanzania och Zambia också – ser att arbetet inte är klart bara för att man har infört ett flerpartisystem. Det är också oerhört viktigt att diskutera välståndsfördelningen i länderna, och det är oerhört viktigt att diskutera rättsstatens principer och också som enskilda individer uppmuntra politiker som finns där och tala om hur viktigt det är att kunna axla ett ledarskap och att inte söka mandat i den lilla politiska eliten utan gå ut och möta folket och därmed också fördjupa demokratin. Här tror jag att de partinära stiftelserna är ett av de bästa verktygen som vi har i Sverige.",GU0940,
M,2007,ekonomiska eliten,ekonomiska eliten,"Jag läste i dag LO:s utvärdering av inkomstskillnaderna. De har till exempel visat hur mycket den ekonomiska eliten har i industriarbetarlöner. År 1995, när den socialdemokratiska regeringen tog över, motsvarade det 25 industriarbetarlöner.",GU09124,
M,2007,ekonomiska eliten,ekonomiska eliten,Det är alltså en ökning med 15 industriarbetarlöner per person i den ekonomiska eliten under det socialdemokratiska maktinnehavet. I den ekonomiska eliten ligger snittinkomsten på 4 miljoner. Den vanliga industriarbetarlönen ligger på 260 000.,GU09124,
M,2007,ekonomiska eliten,ekonomiska eliten,"Den socialdemokratiska girighetsekonomin under de senaste fem–tio åren är svår att vrida tillbaka. De klyftor som Socialdemokraterna har byggt upp, där den ekonomiska eliten har 41 industriarbetarlöner, vilket är en ökning från 25 sedan man tog över regeringsmakten, kommer vi inte att klara av att minska på kort sikt. Men målet är ett samhälle som är rättvist och byggt på låg arbetslöshet och hög sysselsättning.",GU09124,
M,2008,etablissemanget,etablissemanget,"Det finns mycket jag håller med om när det gäller fredsprocessen i Mellanöstern, inte minst det att även om vi inte ska låta det som händer på marken, som raketattacker eller bosättningar, förhindra fredsprocessen, som inte får stoppas av dem som vill stoppa den, måste vi vara medvetna om att det måste till förändringar på marken för att skapa det politiska momentum som bryter förhandlingsmotståndarnas möjlighet att lägga in veto i slutskedet. Det var till exempel därför som jag höll ett anförande i Israel inför Israels utrikesminister och hela etablissemanget där jag var mycket tydlig med att detta måste ske liksom att det man gör mot Gaza är en kontraproduktiv politik från Israels egna utgångspunkter. Man kan diskutera det utifrån folkrätten men också utifrån Israels egna utgångspunkter.",GV0963,
M,2009,politiska etablissemanget,politiska etablissemanget,Jag kan konstatera att vänstersidan förfasar sig över att människor ska kunna bo som de vill. De vill enligt sin reservation om målet för bostadspolitiken att det politiska etablissemanget ska bestämma. Det vill inte vi.,GX0949,
M,2010,politiska eliten,politiska eliten,"Det faktum att andelen utsedda myndighetschefer med politisk bakgrund har minskat från 27 procent med den förra regeringen till 17 procent med alliansregeringen tyder på att alliansen lever upp till sin ambition. Färre har rekryterats ur den politiska eliten, fler ur andra kretsar. När det gäller andelen kvinnor av dem som utses till generaldirektörer noterar KU att trenden är ökande.",GX0959,
M,2010,politiska etablissemanget,politiska etablissemanget,"Det jag nu försöker göra inom ramen för EU-biståndet och den interamerikanska banken, där Sverige är stor givare, är just att igen lyfta fram en av de tre prioriteringar som vi har i det svenska biståndet och som också präglar det multilaterala samarbetet, nämligen kvinnors och flickors roll i utvecklingen. Därför försöker vi påverka dessa organisationer att se de här frågorna och dessutom försöka förmå det politiska etablissemanget i Nicaragua att ta ansvar för detta och se till att vända utvecklingen, för det handlar om politik och politisk vilja. Herr talman!",GX0990,
M,2015,politiska etablissemanget,politiska etablissemanget,Men varför fortsätta med denna bristande politiska förankring? Det var ju kultur- och demokratiministern som började med den bristande politiska förankringen när hon i maj skrev en debattartikel och sa upp filmavtalet och förvånade hela branschen och hela det politiska etablissemanget. Hon ställde till en förfärlig röra på detta viktiga område.,H30923,
M,2019,etablissemanget,etablissemanget,Det här måste gå att ordna. Det kan vara farligt för etablissemanget att sådana samhällsfunktioner sköts styvmoderligt och inte kommer på plats. Fru talman!,H60971,
M,2023,politiska eliten,politiska eliten,"Detta visar att de internationella organen fungerar och att de internationella domstolarna agerar när det begås vedervärdiga brott mot mänskligheten. Låt mig också nämna att EU, USA och Kanada har utfärdat sanktioner gentemot Ryssland – sanktioner som påverkar den ekonomiska och politiska eliten i Ryssland. Här är enighet viktigt.",HA09103,
M,2025,etablissemanget,etablissemanget,Det är kärnan i allt det här. Så länge det inte sker kommer det att trigga och ge ursäkter till delar av det israeliska etablissemanget att begå felaktigheter. Men precis som jag sa i det förra replikskiftet ligger ansvaret för att vapenvilan har brutits på många parter.,HC0987,
MP,2002,politiska etablissemanget,politiska etablissemanget,"Återigen: ”Den dag människor vänder demokratin ryggen börjar det öppna humanistiska samhällets sönderfall”, stod det i regeringsförklaringen. Man kan fråga sig vilka som först vände demokratin ryggen, folk i allmänhet eller det politiska etablissemanget. Mot bakgrund av detta vill jag å den gröna riksdagsgruppens vägnar fullfölja det yrkande som Peter Eriksson lagt fram om avslag på betänkandets förslag och bifall till reservationen.",GQ0920,
MP,2003,maktens korridorer,maktens korridorer,Saknar man eller har man dålig kontakt med samhället kan insikter och moraluppfattning komma att luckras upp. Detta kan resultera i brister i beslutsfattandet samt en risk för att de som vistas länge i maktens korridorer kan komma att gå andra ärenden än folkets. Därtill skapas en grogrund för uppkomsten av affärer och skandaler.,GQ0983,
MP,2004,politiska eliten,politiska eliten,"Där skär vi. Men vi satsar på den politiska eliten här i Riksdagshuset och på att vi ska ha fler tjänster, vi som har så dåligt betalt och måste ha hjälp. Satsa på eliten.",GS0941,
MP,2005,politiska eliten,politiska eliten,Fru talman! När den politiska eliten får bestämma blir det ja. När folket får bestämma blir det nej.,GS09132,
MP,2005,politiska eliten,politiska eliten,"Man känner att man knappt kan påverka sin egen situation, och än mindre samhället omkring sig. Förslaget till konstitution gav inga svar på den oron därför att det var skrivet av den politiska eliten. I det konvent som arbetade fram förslaget satt ingen som röstat nej till Maastrichtfördraget i Frankrike, ingen som röstat nej till Nicefördraget på Irland och ingen som röstat nej till EMU i Sverige.",GS09143,
MP,2005,etablissemanget,etablissemanget,Så sent som i somras skrev 41 afrikanska stater ett långt brev till Lamay och deklarerade sitt missnöje med vart WTO-processen i sin helhet barkar hän. Då undrar man varför det svenska etablissemanget ändå ställer upp så mycket på tron på att det är frihandelsmodellen enligt WTO i dag som är okej. Jag har ytterligare några siffror.,GT0942,
MP,2008,politiska eliten,politiska eliten,Och naturligtvis vågar man inte fråga folket längre. Den europeiska politiska eliten har nämligen lärt sig att om man frågar folken om de vill ha det Europa man vill bygga så säger folken nej. Det finns ett land där det kommer att bli en folkomröstning trots allt.,GV0974,
MP,2013,maktens korridorer,maktens korridorer,"Jag tycker att det som ni håller på med nu visar på ett förfall i regeringspartierna. Det finns politiker som har gått vilse i maktens korridorer. De ser nu ut att vara på väg att förlora, och därför gör de allt för att ändra regelverket och missbruka reglerna för att regeringen ändå ska kunna sitta kvar och genomdriva sin politik.",H10944,
MP,2015,maktens korridorer,maktens korridorer,"Som jag tidigare sa och som Aron Modig själv tog upp gjorde den förra regeringen, alliansregeringen, en bra sak när den skrev fram vikten av att finna den mest lämpade kandidaten. Det jag gör nu är att jag kompetensutvecklar det departement som jag har ansvar för, och vi vidgar sökområdet när vi letar efter personer som ska in i maktens korridorer och ska sitta runt maktens bord. Jag gör det för att jag vill ta ansvar för mitt departement, vårt politikområde och vårt land därför att jag, precis som jag hoppas att den förra regeringen var övertygad om, anser att kompetens ska gå först – inget annat.",H20976,
MP,2015,makteliten,makteliten,"Vi skulle inte kunna undgå att bli en del av ett slagfält om krig bröt ut. Ett Natomedlemskap skulle dessutom gynna de bakåtsträvande i den ryska makteliten, som skulle peka på ytterligare hot från väst. Den kallakrigsretorik som vissa partier i Sveriges riksdag för skrämmer mig.",H209116,
MP,2015,makteliten,makteliten,"Vi skulle inte kunna undgå att bli en del av ett slagfält om krig bröt ut. Ett Natomedlemskap skulle dessutom gynna de bakåtsträvande i den ryska makteliten, som skulle peka på ytterligare hot från väst. Den kallakrigsretorik som vissa partier i Sveriges riksdag för skrämmer mig.",H209116,
MP,2020,maktens korridorer,maktens korridorer,"Vi måste säkra politiskt deltagande och inflytande inom alla samhällsområden. Kvinnors plats behöver vara i maktens korridorer. Fler och fler arenor öppnas nu upp för kvinnor runt om i världen, men arbetet behöver ske på fler ställen och i fler sektorer.",H70962,
MP,2022,maktens korridorer,maktens korridorer,"Hos Reuters kan man läsa: Ett ytterligare bevis på en högerförskjutning är att det invandringsfientliga Sverigedemokraterna går om Moderaterna som Sveriges näst största parti och störst i oppositionen – ett historiskt skifte i ett land som länge varit stolt över tolerans och öppenhet. Detta är rubriker från ett Europa som vet vad rasism, populism och främlingsfientlighet gör i maktens korridorer. Det handlar om en rädsla som kommer av en europeisk historisk erfarenhet om vad det innebär när rasism och nazism får inflytande över regeringsmakten.",HA091,
MP,2026,etablissemanget,etablissemanget,Herr talman! Den förklaring jag finner är att Sverigedemokraterna har blivit en del av etablissemanget. Svenska folket vill ha någonting annat.,HD09141,
MP,2026,etablissemanget,etablissemanget,Det finns väldigt lite nyansyttringar i svensk politik. Jag tolkar denna ståndpunkt som att Sverigedemokraterna vill in i den här gemenskapen och in i etablissemanget. Det kunde kanske vara på sin plats att Sverigedemokraterna säger att man ger upp en position i svensk politik för att komma in i värmen.,HD09141,
S,2006,makteliten,makteliten,Det är klart att vi ska utforma sanktionerna på ett sådant sätt att de träffar rätt. Man behöver väl inte vara alltför djärv om man gissar att om man lägger restriktioner riktade mot dem som har skaffat sig de största ekonomiska tillgångarna så lär man väl också träffa makteliten i Vitryssland. Herr talman!,GT0997,
S,2007,politiska eliten,politiska eliten,"Lite pittoreskt är det väl, kan jag tycka. Jag fick också inspiration till den här frågan av det som har hänt, ska vi säga inom den politiska eliten. Också där har det ju avslöjats att man har utnyttjat svart arbetskraft.",GV0930,
S,2010,etablissemanget,etablissemanget,"Fru talman! Det är intressant att när du, Jimmie Åkesson, nu är en del av etablissemanget, som du själv uttryckte det, en del av dem som blivit invalda i riksdagen, tvingas du också uttrycka dig här i talarstolen, och vi hör alla nyanserna. Alldeles nyss sade du nämligen att vi ska hjälpa de verkliga flyktingarna på plats.",GY099,
S,2012,makteliten,makteliten,Därför undrar jag: Är finansministern nöjd med den inkomstspridning som finns i dag i Sverige? I dag går det ungefär 17 industriarbetarlöner på en lön i makteliten. Man kan ställa upp 17 personer här i kammaren samt en stor börsbolags-vd.,GZ0985,
S,2012,politiska etablissemanget,politiska etablissemanget,"Fru talman! Jag tror, precis som Staffan Danielsson, att hela det politiska etablissemanget kan ägna sig åt lite självkritik just när det gäller försvars- och säkerhetspolitik. Jag tror att vi alla behöver göra mer för att popularisera den här frågan i ordets rätta bemärkelse.",GZ09116,
S,2013,maktens korridorer,maktens korridorer,"Vi behöver barnomsorg på kvällar, nätter och helger och äldreomsorg av god kvalitet som man kan lita på. Kvinnor måste få tillgång till maktens korridorer och rum. Med politikens hjälp kan vi se till att kvinnor får visa sin kompetens även i ledande positioner.",H10912,
S,2014,maktens korridorer,maktens korridorer,Vi har stor öppenhet när det gäller det offentliga. Sveriges medborgare har god insyn in i maktens korridorer. Vi tror på ett öppet och jämställt samhälle.,H10974,
S,2014,politiska etablissemanget,politiska etablissemanget,"Varför hände detta med politiken i Bosnien? Varför blev det så att det politiska etablissemanget i Bosnien diskuterar författningen och inte problemen som finns? Jo, det beror på att en del politiker klarar sin existens tack vare den diskussionen, annars skulle de försvinna från den politiska arenan.",H10977,
S,2014,maktens korridorer,maktens korridorer,"Attityderna hos män varierar. I yngre åldrar är män mer positiva till att få in fler kvinnor i bolagsstyrelser och i maktens korridorer än något äldre män som ser mer negativt på att få in fler kvinnor. Det är tydligt att kvinnor blir ett hot mot den manliga makten, och därmed går bolagsstyrelserna miste om kvinnors kompetens.",H10978,
S,2014,etablissemanget,etablissemanget,Men det fanns aktörer på andra positioner i den borgerliga miljö där ni också hörde hemma på den tiden som ägnade sig åt sådan verksamhet. Intressant är att etablissemanget har fått väldigt mycket fel i sina analyser. Nu har vi en mer realistisk ståndpunkt som delas av allt fler när det gäller synen på Ryssland.,H20917,
S,2014,etablissemanget,etablissemanget,"Varje dag möter jag väldigt många ungdomar, utanför tbanan, i centrum eller på gården där jag bor. En sak har alla dessa ungdomar gemensamt: misstron till politiken och etablissemanget. Arbetsmarknad och arbetsliv Arbetsmarknad och arbetsliv Ungdomarna känner sig oftast glömda och inte sedda och drömmer om chansen till ett jobb.",H20942,
S,2021,ekonomiska eliten,ekonomiska eliten,Att M tycker så förvånar mig inte; det förstår jag. Men att Sverigedemokraterna gör det är bara ytterligare ett bevis för att det är den ekonomiska eliten som hela tiden värnas. Men jag ska avsluta med att vi i alla fall är överens om en sak.,H90930,
S,2021,ekonomiska eliten,ekonomiska eliten,"Man kan fråga sig varför. Svaret är, som jag lyft fram tidigare, att bostadsbrist göder den ekonomiska eliten genom att hyrorna blir högre och fastighetsvärdena går upp. M och KD kan gå upp på kontoret och säga ”väl utfört arbete” till sina – jag höll på att säga uppdragsgivare.",H90938,
S,2024,makteliten,Makteliten,"Just nu ökar klyftorna. LO:s rapport Makteliten, som man har sammanställt sedan 1950-talet, visar hur klyftorna har ökat från 1980, då de var som minst, fram till nu. Jag vill säga något för att vi har olika perspektiv på hur verkligheten ser ut.",HB0962,
S,2024,etablissemanget,etablissemanget,"Inget annat svenskt parti hade kunnat avslöjas med denna arbetsmetod och komma undan utan konsekvenser. Det val Sverigedemokraterna – regeringens samarbetsparti – gör är att gå till verbal attack mot svenska medier med formuleringen att man är utsatt för en ”gigantisk, inhemsk påverkansoperation från det samlade vänsterliberala etablissemanget”. Kulturministern, som är ytterst ansvarig för mediepolitiska frågor och journalisters villkor, behöver agera, menar jag.",HB09129,
SD,2010,etablissemanget,etablissemanget,"Ett fegt parti, säger Lars Ohly. Jag vet inte hur fegt det är att utmana etablissemanget och att ställa sig på torget när Lars Ohlys kompisar på den yttersta vänsterkanten står och skriker och kastar saker mot en och annat. Det är möjligt att det är fegt.",GY099,
SD,2010,etablissemanget,etablissemanget,"Jag tycker att det är bra att Svensson erkänner att det har med kultur att göra. Från borgerligheten, vänstern och etablissemanget i Sverige och i svenska medier pratar man nämligen alltid om att det är sociala faktorer. Allas vår Bagdad Bob, Jerzy Sarnecki, säger att det handlar om trångboddhet när vi har med kriminella invandrare att göra och när det handlar om den ekonomiska belastning som invandringen utgör och så vidare.",GY0910,
